month,town,flat_type,resale_price,
2022-01,TAMPINES,4 ROOM,513888,
2022-01,TAMPINES,3 ROOM,515000,
2022-01,TAMPINES,4 ROOM,515000,
2022-01,TAMPINES,4 ROOM,515000,
2022-01,TAMPINES,4 ROOM,518000,
2022-01,TAMPINES,4 ROOM,522000,
2022-01,TAMPINES,4 ROOM,522000,
2022-01,TAMPINES,4 ROOM,522888,
2022-01,TAMPINES,4 ROOM,523800,
2022-01,TAMPINES,4 ROOM,525000,
2022-01,TAMPINES,4 ROOM,525000,
2022-01,TAMPINES,4 ROOM,525000,
2022-01,TAMPINES,5 ROOM,526000,
2022-01,TAMPINES,4 ROOM,530000,
2022-01,TAMPINES,4 ROOM,530000,
2022-01,TAMPINES,4 ROOM,538000,
2022-01,TAMPINES,4 ROOM,538888,
2022-01,TAMPINES,5 ROOM,540000,
2022-01,TAMPINES,5 ROOM,540000,
2022-01,TAMPINES,4 ROOM,540000,
2022-01,TAMPINES,4 ROOM,545000,
2022-01,TAMPINES,5 ROOM,550000,
2022-01,TAMPINES,4 ROOM,550000,
2022-01,TAMPINES,4 ROOM,555000,
2022-01,TAMPINES,5 ROOM,558000,
2022-01,TAMPINES,4 ROOM,560000,
2022-01,TAMPINES,5 ROOM,560000,
2022-01,TAMPINES,5 ROOM,568000,
2022-01,TAMPINES,5 ROOM,570000,
2022-01,TAMPINES,5 ROOM,570000,
2022-01,TAMPINES,5 ROOM,570000,
2022-01,TAMPINES,5 ROOM,575000,
2022-01,TAMPINES,5 ROOM,580000,
2022-01,TAMPINES,5 ROOM,580000,
2022-01,TAMPINES,5 ROOM,580000,
2022-01,TAMPINES,5 ROOM,582000,
2022-01,TAMPINES,5 ROOM,583000,
2022-01,TAMPINES,4 ROOM,588000,
2022-01,TAMPINES,5 ROOM,595000,
2022-01,TAMPINES,4 ROOM,595000,
2022-01,TAMPINES,5 ROOM,595888,
2022-01,TAMPINES,5 ROOM,598000,
2022-01,TAMPINES,4 ROOM,598000,
2022-01,TAMPINES,5 ROOM,600000,
2022-01,TAMPINES,4 ROOM,600000,
2022-01,TAMPINES,4 ROOM,600000,
2022-01,TAMPINES,5 ROOM,600000,
2022-01,TAMPINES,5 ROOM,600000,
2022-01,TAMPINES,5 ROOM,602000,
2022-01,TAMPINES,5 ROOM,605000,
2022-01,TAMPINES,5 ROOM,610888,
2022-01,TAMPINES,5 ROOM,618800,
2022-01,TAMPINES,4 ROOM,620000,
2022-01,TAMPINES,5 ROOM,620000,
2022-01,TAMPINES,4 ROOM,620000,
2022-01,TAMPINES,5 ROOM,620000,
2022-01,TAMPINES,5 ROOM,628000,
2022-01,TAMPINES,5 ROOM,628888,
2022-01,TAMPINES,4 ROOM,630000,
2022-01,TAMPINES,5 ROOM,630000,
2022-01,TAMPINES,5 ROOM,630000,
2022-01,TAMPINES,5 ROOM,630000,
2022-01,TAMPINES,5 ROOM,630000,
2022-01,TAMPINES,5 ROOM,638000,
2022-01,TAMPINES,4 ROOM,638000,
2022-01,TAMPINES,5 ROOM,644000,
2022-01,TAMPINES,5 ROOM,645000,
2022-01,TAMPINES,5 ROOM,660000,
2022-01,TAMPINES,4 ROOM,665000,
2022-01,TAMPINES,5 ROOM,665000,
2022-01,TAMPINES,4 ROOM,680000,
2022-01,TAMPINES,4 ROOM,685000,
2022-01,TAMPINES,4 ROOM,695000,
2022-01,TAMPINES,EXECUTIVE,700000,
2022-01,TAMPINES,EXECUTIVE,705000,
2022-01,TAMPINES,EXECUTIVE,710000,
2022-01,TAMPINES,4 ROOM,720000,
2022-01,TAMPINES,5 ROOM,730000,
2022-01,TAMPINES,EXECUTIVE,740000,
2022-01,TAMPINES,EXECUTIVE,740000,
2022-01,TAMPINES,EXECUTIVE,740000,
2022-01,TAMPINES,5 ROOM,767000,
2022-01,TAMPINES,EXECUTIVE,782000,
2022-01,TAMPINES,EXECUTIVE,785000,
2022-01,TAMPINES,EXECUTIVE,785000,
2022-01,TAMPINES,EXECUTIVE,802000,
2022-01,TAMPINES,5 ROOM,818000,
2022-01,TAMPINES,EXECUTIVE,840000,
2022-01,TAMPINES,EXECUTIVE,945000,
2022-01,TAMPINES,EXECUTIVE,950000,
2022-07,TAMPINES,2 ROOM,318000,
2022-07,TAMPINES,2 ROOM,327000,
2022-07,TAMPINES,2 ROOM,335000,
2022-07,TAMPINES,3 ROOM,335000,
2022-07,TAMPINES,3 ROOM,365000,
2022-07,TAMPINES,3 ROOM,370000,
2022-07,TAMPINES,3 ROOM,380000,
2022-07,TAMPINES,3 ROOM,380000,
2022-07,TAMPINES,3 ROOM,380000,
2022-07,TAMPINES,3 ROOM,385000,
2022-07,TAMPINES,3 ROOM,385000,
2022-07,TAMPINES,3 ROOM,385000,
2022-07,TAMPINES,3 ROOM,385000,
2022-07,TAMPINES,3 ROOM,386000,
2022-07,TAMPINES,3 ROOM,388000,
2022-07,TAMPINES,3 ROOM,390000,
2022-07,TAMPINES,3 ROOM,390000,
2022-07,TAMPINES,3 ROOM,390000,
2022-07,TAMPINES,3 ROOM,390000,
2022-07,TAMPINES,3 ROOM,392000,
2022-07,TAMPINES,3 ROOM,400000,
2022-07,TAMPINES,3 ROOM,406888,
2022-07,TAMPINES,3 ROOM,410000,
2022-07,TAMPINES,3 ROOM,418000,
2022-07,TAMPINES,3 ROOM,430000,
2022-07,TAMPINES,3 ROOM,435000,
2022-07,TAMPINES,3 ROOM,450000,
2022-07,TAMPINES,4 ROOM,455888,
2022-07,TAMPINES,4 ROOM,460000,
2022-07,TAMPINES,3 ROOM,460000,
2022-07,TAMPINES,4 ROOM,470000,
2022-07,TAMPINES,4 ROOM,470000,
2022-07,TAMPINES,4 ROOM,480000,
2022-07,TAMPINES,4 ROOM,480000,
2022-07,TAMPINES,4 ROOM,480000,
2022-07,TAMPINES,4 ROOM,480000,
2022-07,TAMPINES,4 ROOM,485500,
2022-07,TAMPINES,3 ROOM,488880,
2022-07,TAMPINES,4 ROOM,490000,
2022-07,TAMPINES,3 ROOM,490888,
2022-07,TAMPINES,4 ROOM,500000,
2022-07,TAMPINES,4 ROOM,500000,
2022-07,TAMPINES,4 ROOM,500000,
2022-07,TAMPINES,4 ROOM,502000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,505000,
2022-07,TAMPINES,4 ROOM,510000,
2022-07,TAMPINES,4 ROOM,510000,
2022-07,TAMPINES,4 ROOM,511000,
2022-07,TAMPINES,4 ROOM,515000,
2022-07,TAMPINES,4 ROOM,515000,
2022-07,TAMPINES,4 ROOM,515000,
2022-07,TAMPINES,4 ROOM,518000,
2022-07,TAMPINES,4 ROOM,520000,
2022-07,TAMPINES,4 ROOM,520000,
2022-07,TAMPINES,4 ROOM,520000,
2022-07,TAMPINES,4 ROOM,521000,
2022-07,TAMPINES,4 ROOM,525000,
2022-07,TAMPINES,4 ROOM,528000,
2022-07,TAMPINES,4 ROOM,530000,
2022-07,TAMPINES,4 ROOM,535000,
2022-07,TAMPINES,4 ROOM,535000,
2022-07,TAMPINES,4 ROOM,535000,
2022-07,TAMPINES,4 ROOM,540000,
2022-07,TAMPINES,4 ROOM,540000,
2022-07,TAMPINES,4 ROOM,540000,
2022-07,TAMPINES,4 ROOM,546000,
2022-07,TAMPINES,3 ROOM,548000,
2022-07,TAMPINES,4 ROOM,550000,
2022-07,TAMPINES,3 ROOM,553000,
2022-07,TAMPINES,4 ROOM,555000,
2022-07,TAMPINES,4 ROOM,555000,
2022-07,TAMPINES,4 ROOM,555000,
2022-07,TAMPINES,4 ROOM,565000,
2022-07,TAMPINES,5 ROOM,570000,
2022-07,TAMPINES,4 ROOM,575000,
2022-07,TAMPINES,5 ROOM,575000,
2022-07,TAMPINES,4 ROOM,580000,
2022-07,TAMPINES,5 ROOM,580000,
2022-07,TAMPINES,4 ROOM,580000,
2022-07,TAMPINES,4 ROOM,580000,
2022-07,TAMPINES,4 ROOM,600000,
2022-07,TAMPINES,4 ROOM,608000,
2022-07,TAMPINES,5 ROOM,610000,
2022-07,TAMPINES,5 ROOM,610000,
2022-07,TAMPINES,5 ROOM,620000,
2022-07,TAMPINES,5 ROOM,628000,
2022-07,TAMPINES,5 ROOM,629888,
2022-07,TAMPINES,5 ROOM,630000,
2022-07,TAMPINES,5 ROOM,630000,
2022-07,TAMPINES,5 ROOM,636000,
2022-07,TAMPINES,4 ROOM,638888,
2022-07,TAMPINES,5 ROOM,638888,
2022-07,TAMPINES,5 ROOM,640000,
2022-07,TAMPINES,5 ROOM,640000,
2022-07,TAMPINES,4 ROOM,648000,
2022-07,TAMPINES,5 ROOM,650000,
2022-07,TAMPINES,4 ROOM,650000,
2022-07,TAMPINES,5 ROOM,660000,
2022-07,TAMPINES,5 ROOM,660000,
2022-07,TAMPINES,5 ROOM,660000,
2022-07,TAMPINES,5 ROOM,660000,
2022-07,TAMPINES,5 ROOM,670000,
2022-07,TAMPINES,5 ROOM,680000,
2022-07,TAMPINES,5 ROOM,680000,
2022-07,TAMPINES,5 ROOM,682000,
2022-07,TAMPINES,5 ROOM,688000,
2022-07,TAMPINES,EXECUTIVE,715000,
2022-07,TAMPINES,4 ROOM,720000,
2022-07,TAMPINES,4 ROOM,722000,
2022-07,TAMPINES,4 ROOM,750000,
2022-07,TAMPINES,EXECUTIVE,755000,
2022-07,TAMPINES,EXECUTIVE,760000,
2022-07,TAMPINES,EXECUTIVE,760000,
2022-07,TAMPINES,EXECUTIVE,760000,
2022-07,TAMPINES,5 ROOM,768000,
2022-07,TAMPINES,EXECUTIVE,770000,
2022-07,TAMPINES,EXECUTIVE,780000,
2022-07,TAMPINES,5 ROOM,810100,
2022-07,TAMPINES,EXECUTIVE,820000,
2022-07,TAMPINES,5 ROOM,825000,
2022-07,TAMPINES,EXECUTIVE,835000,
2022-07,TAMPINES,EXECUTIVE,840000,
2022-07,TAMPINES,EXECUTIVE,840000,
2022-07,TAMPINES,EXECUTIVE,858000,
2022-07,TAMPINES,5 ROOM,888000,
2022-07,TAMPINES,5 ROOM,890000,
2022-07,TAMPINES,EXECUTIVE,890000,
2022-07,TAMPINES,EXECUTIVE,900000,
2022-07,TAMPINES,EXECUTIVE,900000,
2022-07,TAMPINES,EXECUTIVE,905000,
2022-07,TAMPINES,EXECUTIVE,931000,
2022-07,TAMPINES,EXECUTIVE,940000,
2022-07,TAMPINES,EXECUTIVE,950000,
2023-01,TAMPINES,3 ROOM,416000,
2023-01,TAMPINES,3 ROOM,385000,
2023-01,TAMPINES,3 ROOM,425000,
2023-01,TAMPINES,3 ROOM,486000,
2023-01,TAMPINES,3 ROOM,423000,
2023-01,TAMPINES,3 ROOM,500888,
2023-01,TAMPINES,3 ROOM,518000,
2023-01,TAMPINES,3 ROOM,571000,
2023-01,TAMPINES,3 ROOM,395000,
2023-01,TAMPINES,3 ROOM,423000,
2023-01,TAMPINES,3 ROOM,380000,
2023-01,TAMPINES,3 ROOM,380000,
2023-01,TAMPINES,3 ROOM,420000,
2023-01,TAMPINES,3 ROOM,450000,
2023-01,TAMPINES,3 ROOM,433000,
2023-01,TAMPINES,3 ROOM,438000,
2023-01,TAMPINES,3 ROOM,390000,
2023-01,TAMPINES,3 ROOM,428000,
2023-01,TAMPINES,3 ROOM,407000,
2023-01,TAMPINES,3 ROOM,413888,
2023-01,TAMPINES,3 ROOM,412000,
2023-01,TAMPINES,3 ROOM,410000,
2023-01,TAMPINES,3 ROOM,415000,
2023-01,TAMPINES,3 ROOM,435000,
2023-01,TAMPINES,3 ROOM,388000,
2023-01,TAMPINES,3 ROOM,432000,
2023-01,TAMPINES,3 ROOM,460000,
2023-01,TAMPINES,3 ROOM,420000,
2023-01,TAMPINES,3 ROOM,420000,
2023-01,TAMPINES,3 ROOM,410000,
2023-01,TAMPINES,3 ROOM,425000,
2023-01,TAMPINES,3 ROOM,400000,
2023-01,TAMPINES,3 ROOM,420000,
2023-01,TAMPINES,3 ROOM,404000,
2023-01,TAMPINES,3 ROOM,422500,
2023-01,TAMPINES,3 ROOM,439000,
2023-01,TAMPINES,3 ROOM,405000,
2023-01,TAMPINES,3 ROOM,412000,
2023-01,TAMPINES,3 ROOM,400000,
2023-01,TAMPINES,3 ROOM,400000,
2023-01,TAMPINES,3 ROOM,452500,
2023-01,TAMPINES,3 ROOM,475000,
2023-01,TAMPINES,3 ROOM,395000,
2023-01,TAMPINES,3 ROOM,405000,
2023-01,TAMPINES,3 ROOM,388000,
2023-01,TAMPINES,3 ROOM,443000,
2023-01,TAMPINES,3 ROOM,392000,
2023-01,TAMPINES,4 ROOM,530000,
2023-01,TAMPINES,4 ROOM,520000,
2023-01,TAMPINES,4 ROOM,580000,
2023-01,TAMPINES,4 ROOM,525000,
2023-01,TAMPINES,4 ROOM,618000,
2023-01,TAMPINES,4 ROOM,468000,
2023-01,TAMPINES,4 ROOM,600000,
2023-01,TAMPINES,4 ROOM,535000,
2023-01,TAMPINES,4 ROOM,500000,
2023-01,TAMPINES,4 ROOM,598000,
2023-01,TAMPINES,4 ROOM,550000,
2023-01,TAMPINES,4 ROOM,530000,
2023-01,TAMPINES,4 ROOM,525000,
2023-01,TAMPINES,4 ROOM,540000,
2023-01,TAMPINES,4 ROOM,570000,
2023-01,TAMPINES,4 ROOM,610000,
2023-01,TAMPINES,4 ROOM,645000,
2023-01,TAMPINES,4 ROOM,650000,
2023-01,TAMPINES,4 ROOM,545000,
2023-01,TAMPINES,4 ROOM,560000,
2023-01,TAMPINES,4 ROOM,548000,
2023-01,TAMPINES,4 ROOM,610000,
2023-01,TAMPINES,4 ROOM,758888,
2023-01,TAMPINES,4 ROOM,700000,
2023-01,TAMPINES,4 ROOM,700000,
2023-01,TAMPINES,4 ROOM,560000,
2023-01,TAMPINES,4 ROOM,535000,
2023-01,TAMPINES,4 ROOM,560000,
2023-01,TAMPINES,4 ROOM,587000,
2023-01,TAMPINES,4 ROOM,555000,
2023-01,TAMPINES,4 ROOM,500000,
2023-01,TAMPINES,4 ROOM,575000,
2023-01,TAMPINES,4 ROOM,562000,
2023-01,TAMPINES,4 ROOM,492000,
2023-01,TAMPINES,4 ROOM,530000,
2023-01,TAMPINES,4 ROOM,545000,
2023-01,TAMPINES,4 ROOM,490000,
2023-01,TAMPINES,4 ROOM,540000,
2023-01,TAMPINES,4 ROOM,515000,
2023-01,TAMPINES,4 ROOM,626000,
2023-01,TAMPINES,4 ROOM,520000,
2023-01,TAMPINES,4 ROOM,518000,
2023-01,TAMPINES,4 ROOM,515000,
2023-01,TAMPINES,4 ROOM,533000,
2023-01,TAMPINES,4 ROOM,532000,
2023-01,TAMPINES,4 ROOM,527000,
2023-01,TAMPINES,4 ROOM,520000,
2023-01,TAMPINES,4 ROOM,510000,
2023-01,TAMPINES,4 ROOM,588000,
2023-01,TAMPINES,4 ROOM,518000,
2023-01,TAMPINES,4 ROOM,530000,
2023-01,TAMPINES,4 ROOM,540000,
2023-01,TAMPINES,4 ROOM,554888,
2023-01,TAMPINES,4 ROOM,571000,
2023-01,TAMPINES,4 ROOM,518000,
2023-01,TAMPINES,4 ROOM,570000,
2023-01,TAMPINES,4 ROOM,550000,
2023-01,TAMPINES,4 ROOM,515000,
2023-01,TAMPINES,4 ROOM,548888,
2023-01,TAMPINES,4 ROOM,580000,
2023-01,TAMPINES,4 ROOM,635000,
2023-01,TAMPINES,4 ROOM,565000,
2023-01,TAMPINES,4 ROOM,560000,
2023-01,TAMPINES,4 ROOM,562000,
2023-01,TAMPINES,4 ROOM,678000,
2023-01,TAMPINES,5 ROOM,855000,
2023-01,TAMPINES,5 ROOM,855000,
2023-01,TAMPINES,5 ROOM,630000,
2023-01,TAMPINES,5 ROOM,650000,
2023-01,TAMPINES,5 ROOM,643000,
2023-01,TAMPINES,5 ROOM,708000,
2023-01,TAMPINES,5 ROOM,635000,
2023-01,TAMPINES,5 ROOM,630000,
2023-01,TAMPINES,5 ROOM,640000,
2023-01,TAMPINES,5 ROOM,668000,
2023-01,TAMPINES,5 ROOM,800000,
2023-01,TAMPINES,5 ROOM,683000,
2023-01,TAMPINES,5 ROOM,670000,
2023-01,TAMPINES,5 ROOM,638000,
2023-01,TAMPINES,5 ROOM,670000,
2023-01,TAMPINES,5 ROOM,645000,
2023-01,TAMPINES,5 ROOM,800000,
2023-01,TAMPINES,5 ROOM,880000,
2023-01,TAMPINES,5 ROOM,856000,
2023-01,TAMPINES,5 ROOM,635000,
2023-01,TAMPINES,5 ROOM,660000,
2023-01,TAMPINES,5 ROOM,740000,
2023-01,TAMPINES,5 ROOM,590000,
2023-01,TAMPINES,5 ROOM,620000,
2023-01,TAMPINES,5 ROOM,650000,
2023-01,TAMPINES,5 ROOM,645000,
2023-01,TAMPINES,5 ROOM,675000,
2023-01,TAMPINES,5 ROOM,673000,
2023-01,TAMPINES,5 ROOM,715000,
2023-01,TAMPINES,5 ROOM,585000,
2023-01,TAMPINES,5 ROOM,638000,
2023-01,TAMPINES,5 ROOM,730000,
2023-01,TAMPINES,5 ROOM,720000,
2023-01,TAMPINES,5 ROOM,748888,
2023-01,TAMPINES,5 ROOM,775000,
2023-01,TAMPINES,5 ROOM,705000,
2023-01,TAMPINES,5 ROOM,642000,
2023-01,TAMPINES,5 ROOM,630000,
2023-01,TAMPINES,5 ROOM,648000,
2023-01,TAMPINES,5 ROOM,630000,
2023-01,TAMPINES,5 ROOM,600000,
2023-01,TAMPINES,5 ROOM,770000,
2023-01,TAMPINES,5 ROOM,815000,
2023-01,TAMPINES,5 ROOM,687000,
2023-01,TAMPINES,5 ROOM,690000,
2023-01,TAMPINES,5 ROOM,660000,
2023-01,TAMPINES,EXECUTIVE,885000,
2023-01,TAMPINES,EXECUTIVE,965000,
2023-01,TAMPINES,EXECUTIVE,880000,
2023-01,TAMPINES,EXECUTIVE,780000,
2023-01,TAMPINES,EXECUTIVE,800000,
2023-01,TAMPINES,EXECUTIVE,833000,
2023-01,TAMPINES,EXECUTIVE,910000,
2023-01,TAMPINES,EXECUTIVE,850000,
2023-01,TAMPINES,EXECUTIVE,875000,
2023-01,TAMPINES,EXECUTIVE,880000,
2023-01,TAMPINES,EXECUTIVE,838888,
2023-07,TAMPINES,3 ROOM,385000,
2023-07,TAMPINES,3 ROOM,423000,
2023-07,TAMPINES,3 ROOM,485000,
2023-07,TAMPINES,3 ROOM,408000,
2023-07,TAMPINES,3 ROOM,538888,
2023-07,TAMPINES,3 ROOM,502000,
2023-07,TAMPINES,3 ROOM,435000,
2023-07,TAMPINES,3 ROOM,410000,
2023-07,TAMPINES,3 ROOM,442500,
2023-07,TAMPINES,3 ROOM,440000,
2023-07,TAMPINES,3 ROOM,440000,
2023-07,TAMPINES,3 ROOM,420000,
2023-07,TAMPINES,3 ROOM,440000,
2023-07,TAMPINES,3 ROOM,420000,
2023-07,TAMPINES,3 ROOM,425000,
2023-07,TAMPINES,3 ROOM,415000,
2023-07,TAMPINES,3 ROOM,420000,
2023-07,TAMPINES,3 ROOM,420000,
2023-07,TAMPINES,3 ROOM,425000,
2023-07,TAMPINES,3 ROOM,438000,
2023-07,TAMPINES,3 ROOM,393000,
2023-07,TAMPINES,3 ROOM,385000,
2023-07,TAMPINES,3 ROOM,395000,
2023-07,TAMPINES,3 ROOM,385000,
2023-07,TAMPINES,3 ROOM,406000,
2023-07,TAMPINES,3 ROOM,399000,
2023-07,TAMPINES,3 ROOM,410000,
2023-07,TAMPINES,3 ROOM,478000,
2023-07,TAMPINES,3 ROOM,430000,
2023-07,TAMPINES,3 ROOM,400000,
2023-07,TAMPINES,3 ROOM,430000,
2023-07,TAMPINES,3 ROOM,392000,
2023-07,TAMPINES,4 ROOM,500000,
2023-07,TAMPINES,4 ROOM,502000,
2023-07,TAMPINES,4 ROOM,500000,
2023-07,TAMPINES,4 ROOM,595000,
2023-07,TAMPINES,4 ROOM,560000,
2023-07,TAMPINES,4 ROOM,580000,
2023-07,TAMPINES,4 ROOM,545000,
2023-07,TAMPINES,4 ROOM,628688,
2023-07,TAMPINES,4 ROOM,595000,
2023-07,TAMPINES,4 ROOM,570000,
2023-07,TAMPINES,4 ROOM,606888,
2023-07,TAMPINES,4 ROOM,560000,
2023-07,TAMPINES,4 ROOM,710000,
2023-07,TAMPINES,4 ROOM,720000,
2023-07,TAMPINES,4 ROOM,515000,
2023-07,TAMPINES,4 ROOM,565000,
2023-07,TAMPINES,4 ROOM,538000,
2023-07,TAMPINES,4 ROOM,560000,
2023-07,TAMPINES,4 ROOM,510000,
2023-07,TAMPINES,4 ROOM,528000,
2023-07,TAMPINES,4 ROOM,585000,
2023-07,TAMPINES,4 ROOM,520000,
2023-07,TAMPINES,4 ROOM,495000,
2023-07,TAMPINES,4 ROOM,580000,
2023-07,TAMPINES,4 ROOM,505000,
2023-07,TAMPINES,4 ROOM,545000,
2023-07,TAMPINES,4 ROOM,485000,
2023-07,TAMPINES,4 ROOM,480000,
2023-07,TAMPINES,4 ROOM,556000,
2023-07,TAMPINES,4 ROOM,575000,
